prestito_id,codice_pratica,cliente_id,tipo_prestito,importo_erogato,importo_residuo,tasso_interesse,durata_mesi,rata_mensile,data_erogazione,data_scadenza,prossima_scadenza_rata,finalita,garanzie,stato_prestito,classificazione,giorni_ritardo,filiale_id,created_at,updated_at
14254,PR202600014254,43325,Personale,14621.45,0.0,9.04,37,454.28,2015-01-08,2018-01-22,,Ristrutturazione casa,,Estinto,Performing,0,17,2026-01-26 23:14:58.163426,2026-01-26 23:14:58.163427
14255,PR202600014255,25082,Auto,39777.23,9944.31,6.53,36,1219.61,2023-10-23,2026-10-07,2026-02-09,Acquisto auto nuova,Pegno auto,In corso,Performing,0,19,2026-01-26 23:14:58.165758,2026-01-26 23:14:58.165759
14256,PR202600014256,41333,Personale,27096.95,0.0,6.45,52,598.66,2021-07-20,2025-10-27,,Matrimonio,,Estinto,Performing,0,18,2026-01-26 23:14:58.168093,2026-01-26 23:14:58.168094
14257,PR202600014257,36091,Auto,30454.84,22544.49,9.29,77,526.57,2024-06-01,2030-09-28,2026-02-21,Acquisto auto usata,Pegno auto,In corso,Performing,0,3,2026-01-26 23:14:58.170487,2026-01-26 23:14:58.170487
14258,PR202600014258,22612,Personale,27130.13,14798.25,5.19,44,678.49,2024-05-17,2027-12-28,2026-02-06,Ristrutturazione casa,,In corso,Performing,0,5,2026-01-26 23:14:58.172890,2026-01-26 23:14:58.172890
14259,PR202600014259,27989,Aziendale,81698.14,0.0,7.66,68,1484.71,2015-01-30,2020-08-31,,Capitale circolante,,Estinto,Performing,0,7,2026-01-26 23:14:58.175010,2026-01-26 23:14:58.175011
14260,PR202600014260,592,Auto,18689.28,0.0,5.58,72,306.04,2015-03-07,2021-02-03,,Acquisto auto usata,Pegno auto,Estinto,Performing,0,16,2026-01-26 23:14:58.177473,2026-01-26 23:14:58.177474
14261,PR202600014261,44870,Mutuo,112313.5,69711.83,7.27,232,902.74,2018-10-12,2037-11-01,2026-02-02,Surroga mutuo,Ipoteca di primo grado,In corso,Past due,6,5,2026-01-26 23:14:58.179887,2026-01-26 23:14:58.179888
14262,PR202600014262,38419,Personale,28422.65,0.0,7.19,40,801.21,2016-07-12,2019-10-25,,Spese mediche,,Sofferenza,NPL,239,10,2026-01-26 23:14:58.182162,2026-01-26 23:14:58.182163
14263,PR202600014263,10138,Mutuo,173334.75,160288.05,5.72,186,1407.31,2024-11-12,2040-02-22,2026-02-05,Surroga mutuo,Ipoteca di primo grado,In corso,Performing,0,20,2026-01-26 23:14:58.184347,2026-01-26 23:14:58.184348
14264,PR202600014264,49616,Auto,35420.66,3320.69,8.84,64,696.18,2021-04-06,2026-07-09,2026-02-09,Acquisto auto nuova,Pegno auto,In corso,Performing,0,18,2026-01-26 23:14:58.186721,2026-01-26 23:14:58.186722
14265,PR202600014265,19639,Auto,17810.96,7067.84,7.33,63,341.47,2022-11-26,2028-01-29,2026-02-08,Acquisto auto nuova,Pegno auto,In corso,Performing,0,15,2026-01-26 23:14:58.189237,2026-01-26 23:14:58.189238
14266,PR202600014266,1744,Auto,15287.17,0.0,5.28,72,248.17,2018-07-17,2024-06-15,,Acquisto auto nuova,Pegno auto,Estinto,Performing,0,14,2026-01-26 23:14:58.191485,2026-01-26 23:14:58.191486
14267,PR202600014267,8705,Personale,12121.73,0.0,6.77,50,278.9,2015-08-09,2019-09-17,,Spese mediche,,Estinto,Performing,0,5,2026-01-26 23:14:58.194034,2026-01-26 23:14:58.194035
14268,PR202600014268,19926,Personale,25737.4,0.0,5.27,64,462.18,2017-08-15,2022-11-17,,Ristrutturazione casa,,Estinto,Performing,0,21,2026-01-26 23:14:58.196271,2026-01-26 23:14:58.196272
14269,PR202600014269,8766,Mutuo,211808.46,163712.22,8.77,229,1908.52,2021-10-05,2040-07-27,2026-02-11,Acquisto seconda casa,Ipoteca di primo grado,In corso,Performing,0,26,2026-01-26 23:14:58.198533,2026-01-26 23:14:58.198533
14270,PR202600014270,32344,Mutuo,271239.58,61936.6,5.83,127,2867.13,2018-01-07,2028-06-13,2026-02-24,Acquisto seconda casa,Ipoteca di primo grado,In corso,Performing,0,16,2026-01-26 23:14:58.200689,2026-01-26 23:14:58.200690
14271,PR202600014271,37567,Personale,26834.07,0.0,4.65,57,525.58,2017-10-29,2022-07-05,,Spese mediche,,Estinto,Performing,0,19,2026-01-26 23:14:58.202838,2026-01-26 23:14:58.202839
14272,PR202600014272,46186,Personale,22989.42,0.0,7.46,29,868.76,2017-06-02,2019-10-20,,Spese mediche,,Estinto,Performing,0,5,2026-01-26 23:14:58.205333,2026-01-26 23:14:58.205333
14273,PR202600014273,39714,Personale,6633.51,0.0,4.94,45,161.8,2019-10-18,2023-06-29,,Liquidità,,Estinto,Performing,0,26,2026-01-26 23:14:58.207565,2026-01-26 23:14:58.207565
14274,PR202600014274,23211,Mutuo,253268.34,185943.84,5.09,237,1696.04,2020-10-29,2040-04-17,2026-01-31,Acquisto seconda casa,Ipoteca di primo grado,In corso,Performing,0,20,2026-01-26 23:14:58.210070,2026-01-26 23:14:58.210070
14275,PR202600014275,14547,Aziendale,75993.75,26537.5,5.96,63,1407.77,2022-08-18,2027-10-21,2026-01-29,Investimenti,,In corso,Performing,0,29,2026-01-26 23:14:58.212205,2026-01-26 23:14:58.212206
14276,PR202600014276,39418,Aziendale,146265.84,122100.18,5.28,115,1623.67,2024-06-23,2033-12-03,2026-02-13,Espansione,,In corso,Performing,0,19,2026-01-26 23:14:58.214349,2026-01-26 23:14:58.214349
14277,PR202600014277,6403,Mutuo,252492.15,154602.89,7.48,325,1815.05,2015-08-29,2042-05-09,2026-02-02,Acquisto prima casa,Ipoteca di primo grado,In corso,Performing,0,26,2026-01-26 23:14:58.216488,2026-01-26 23:14:58.216489
14278,PR202600014278,28775,Mutuo,272764.67,59925.57,8.48,132,3184.13,2017-07-25,2028-05-28,2026-02-08,Acquisto prima casa,Ipoteca di primo grado,In corso,Performing,0,4,2026-01-26 23:14:58.218863,2026-01-26 23:14:58.218863
14279,PR202600014279,2634,Mutuo,179902.13,121066.21,6.71,318,1211.26,2017-06-26,2043-08-09,2026-02-09,Acquisto seconda casa,Ipoteca di primo grado,In corso,Performing,0,26,2026-01-26 23:14:58.221047,2026-01-26 23:14:58.221047
14280,PR202600014280,30775,Mutuo,151428.65,116022.67,7.68,278,1167.14,2020-08-29,2043-06-30,2026-01-30,Acquisto prima casa,Ipoteca di primo grado,In corso,Performing,0,26,2026-01-26 23:14:58.223411,2026-01-26 23:14:58.223411
14281,PR202600014281,3734,Personale,8278.3,0.0,7.63,37,251.81,2015-12-03,2018-12-17,,Matrimonio,,Estinto,Performing,0,24,2026-01-26 23:14:58.225635,2026-01-26 23:14:58.225636
14282,PR202600014282,23875,Personale,10546.57,0.0,9.37,40,307.98,2020-12-06,2024-03-20,,Matrimonio,,Estinto,Performing,0,25,2026-01-26 23:14:58.227804,2026-01-26 23:14:58.227804
14283,PR202600014283,30441,Personale,28484.33,3916.6,8.13,80,462.36,2020-05-12,2026-12-07,2026-02-10,Liquidità,,In corso,Performing,0,10,2026-01-26 23:14:58.230044,2026-01-26 23:14:58.230045
14284,PR202600014284,37063,Mutuo,119477.39,89608.04,5.98,352,720.68,2018-10-07,2047-09-05,2026-01-28,Acquisto seconda casa,Ipoteca di primo grado,In corso,Performing,0,13,2026-01-26 23:14:58.232238,2026-01-26 23:14:58.232238
14285,PR202600014285,18917,Personale,22364.07,0.0,9.49,61,463.59,2019-12-28,2024-12-31,,Spese mediche,,Estinto,Performing,0,1,2026-01-26 23:14:58.234413,2026-01-26 23:14:58.234414
14286,PR202600014286,9641,Aziendale,95981.92,0.0,7.47,65,1799.84,2019-12-25,2025-04-27,,Investimenti,,Estinto,Performing,0,19,2026-01-26 23:14:58.236624,2026-01-26 23:14:58.236625
14287,PR202600014287,15774,Auto,30880.35,0.0,5.05,50,686.15,2020-09-13,2024-10-22,,Acquisto auto nuova,Pegno auto,Estinto,Performing,0,17,2026-01-26 23:14:58.239225,2026-01-26 23:14:58.239227
14288,PR202600014288,26479,Auto,34245.8,0.0,7.21,58,700.97,2017-10-03,2022-07-09,,Acquisto auto usata,Pegno auto,Estinto,Performing,0,25,2026-01-26 23:14:58.241589,2026-01-26 23:14:58.241589
14289,PR202600014289,49768,Mutuo,163318.67,149986.53,9.21,343,1351.05,2023-09-30,2051-12-02,2026-02-16,Surroga mutuo,Ipoteca di primo grado,In corso,Performing,0,31,2026-01-26 23:14:58.243799,2026-01-26 23:14:58.243799
14290,PR202600014290,48767,Personale,19353.75,0.0,6.47,33,641.8,2023-02-09,2025-10-26,,Matrimonio,,Estinto,Performing,0,1,2026-01-26 23:14:58.246046,2026-01-26 23:14:58.246046
14291,PR202600014291,14219,Mutuo,156696.42,98688.61,5.51,208,1171.07,2019-09-23,2036-10-23,2026-02-18,Acquisto prima casa,Ipoteca di primo grado,In corso,Performing,0,11,2026-01-26 23:14:58.248183,2026-01-26 23:14:58.248183
14292,PR202600014292,10150,Mutuo,176419.18,152896.62,4.83,150,1569.26,2024-05-19,2036-09-13,2026-02-08,Acquisto prima casa,Ipoteca di primo grado,In corso,Performing,0,23,2026-01-26 23:14:58.250376,2026-01-26 23:14:58.250376
14293,PR202600014293,28911,Auto,30364.5,0.0,5.92,56,621.86,2016-05-18,2020-12-23,,Acquisto auto usata,Pegno auto,Estinto,Performing,0,14,2026-01-26 23:14:58.252550,2026-01-26 23:14:58.252550
14294,PR202600014294,6207,Personale,19442.85,0.0,6.96,62,374.26,2019-03-25,2024-04-27,,Ristrutturazione casa,,Estinto,Performing,0,15,2026-01-26 23:14:58.255242,2026-01-26 23:14:58.255243
14295,PR202600014295,35060,Personale,8600.68,0.0,5.9,26,353.21,2023-05-10,2025-06-28,,Matrimonio,,Estinto,Performing,0,22,2026-01-26 23:14:58.257623,2026-01-26 23:14:58.257624
14296,PR202600014296,13219,Mutuo,73814.72,69052.48,6.83,217,593.39,2024-11-28,2042-09-25,2026-02-21,Surroga mutuo,Ipoteca di primo grado,In corso,Performing,0,24,2026-01-26 23:14:58.259865,2026-01-26 23:14:58.259865
14297,PR202600014297,42862,Auto,28957.55,0.0,8.81,43,787.7,2019-04-16,2022-10-27,,Acquisto auto nuova,Pegno auto,Estinto,Performing,0,12,2026-01-26 23:14:58.262061,2026-01-26 23:14:58.262062
14298,PR202600014298,3375,Personale,28617.74,0.0,6.63,82,434.97,2016-08-18,2023-05-14,,Spese mediche,,Estinto,Performing,0,26,2026-01-26 23:14:58.264142,2026-01-26 23:14:58.264142
14299,PR202600014299,28547,Personale,23766.13,0.0,6.78,53,520.19,2021-06-29,2025-11-05,,Spese mediche,,Estinto,Performing,0,30,2026-01-26 23:14:58.266443,2026-01-26 23:14:58.266443
14300,PR202600014300,13239,Personale,26113.51,3072.18,8.29,34,864.39,2023-07-20,2026-05-05,,Matrimonio,,Sofferenza,NPL,110,12,2026-01-26 23:14:58.268708,2026-01-26 23:14:58.268708
14301,PR202600014301,1925,Personale,23443.83,0.0,5.12,47,551.56,2015-04-14,2019-02-22,,Liquidità,,Estinto,Performing,0,5,2026-01-26 23:14:58.271356,2026-01-26 23:14:58.271357
14302,PR202600014302,47302,Mutuo,158744.87,58077.39,5.41,205,1187.87,2015-04-28,2032-02-28,2026-01-30,Surroga mutuo,Ipoteca di primo grado,In corso,Past due,36,7,2026-01-26 23:14:58.273798,2026-01-26 23:14:58.273799
14303,PR202600014303,29880,Personale,13870.73,1783.38,9.3,70,257.49,2021-01-10,2026-10-11,2026-02-13,Ristrutturazione casa,,In corso,Performing,0,24,2026-01-26 23:14:58.276072,2026-01-26 23:14:58.276072
14304,PR202600014304,9893,Personale,28096.9,0.0,6.52,54,601.79,2020-07-26,2025-01-01,,Ristrutturazione casa,,Estinto,Performing,0,26,2026-01-26 23:14:58.278565,2026-01-26 23:14:58.278566
14305,PR202600014305,27625,Auto,34730.4,1447.1,6.6,72,585.46,2020-05-11,2026-04-10,2026-02-09,Acquisto auto usata,Pegno auto,In corso,Performing,0,8,2026-01-26 23:14:58.280788,2026-01-26 23:14:58.280789
14306,PR202600014306,20960,Personale,23995.71,3218.94,4.76,82,343.34,2020-03-04,2026-11-28,,Spese mediche,,Sofferenza,NPL,346,14,2026-01-26 23:14:58.282922,2026-01-26 23:14:58.282922
14307,PR202600014307,22695,Mutuo,288265.77,168233.79,4.99,305,1669.39,2015-08-11,2040-08-29,2026-02-14,Acquisto prima casa,Ipoteca di primo grado,In corso,Performing,0,21,2026-01-26 23:14:58.285035,2026-01-26 23:14:58.285035
14308,PR202600014308,18815,Personale,19408.88,0.0,8.82,60,401.22,2018-06-12,2023-05-17,,Ristrutturazione casa,,Estinto,Performing,0,20,2026-01-26 23:14:58.288565,2026-01-26 23:14:58.288566
14309,PR202600014309,28690,Mutuo,237324.45,219325.12,6.5,356,1505.86,2023-11-02,2053-01-28,2026-02-19,Surroga mutuo,Ipoteca di primo grado,In corso,Performing,0,21,2026-01-26 23:14:58.292211,2026-01-26 23:14:58.292211
14310,PR202600014310,36695,Mutuo,170205.17,103477.01,5.07,176,1372.7,2020-05-02,2034-10-16,2026-01-31,Acquisto seconda casa,Ipoteca di primo grado,In corso,Performing,0,15,2026-01-26 23:14:58.294761,2026-01-26 23:14:58.294761
14311,PR202600014311,42038,Personale,23484.16,8097.99,5.02,29,861.59,2024-06-28,2026-11-15,2026-02-18,Liquidità,,In corso,Performing,0,10,2026-01-26 23:14:58.297166,2026-01-26 23:14:58.297166
14312,PR202600014312,22774,Personale,26731.64,0.0,8.2,35,861.28,2018-12-09,2021-10-24,,Matrimonio,,Estinto,Performing,0,29,2026-01-26 23:14:58.299413,2026-01-26 23:14:58.299413
14313,PR202600014313,24872,Mutuo,186638.71,122092.82,9.19,240,1702.43,2019-03-14,2038-11-29,2026-02-05,Acquisto prima casa,Ipoteca di primo grado,In corso,Performing,0,24,2026-01-26 23:14:58.301692,2026-01-26 23:14:58.301692
14314,PR202600014314,23119,Auto,39612.79,7335.7,8.31,81,640.68,2020-08-22,2027-04-18,2026-02-22,Acquisto auto nuova,Pegno auto,In corso,Performing,0,17,2026-01-26 23:14:58.303967,2026-01-26 23:14:58.303968
14315,PR202600014315,31659,Personale,29023.07,0.0,5.98,28,1113.07,2022-11-13,2025-03-02,,Liquidità,,Estinto,Performing,0,29,2026-01-26 23:14:58.306745,2026-01-26 23:14:58.306745
14316,PR202600014316,41496,Mutuo,96734.08,26705.73,9.36,163,1050.38,2016-04-29,2029-09-18,2026-02-06,Surroga mutuo,Ipoteca di primo grado,In corso,Performing,0,3,2026-01-26 23:14:58.309076,2026-01-26 23:14:58.309076
14317,PR202600014317,10917,Aziendale,174394.43,0.0,8.17,29,6646.83,2019-10-13,2022-03-01,2022-03-31,Investimenti,,In corso,Past due,55,10,2026-01-26 23:14:58.311260,2026-01-26 23:14:58.311261
14318,PR202600014318,36473,Mutuo,188861.21,173852.37,7.64,302,1409.99,2024-02-01,2048-11-21,2026-02-20,Acquisto seconda casa,Ipoteca di primo grado,In corso,Performing,0,16,2026-01-26 23:14:58.313368,2026-01-26 23:14:58.313369
14319,PR202600014319,39843,Mutuo,245537.44,188874.95,6.94,312,1701.49,2020-01-30,2045-09-15,2026-01-28,Acquisto prima casa,Ipoteca di primo grado,In corso,Performing,0,23,2026-01-26 23:14:58.315680,2026-01-26 23:14:58.315681
14320,PR202600014320,16267,Personale,6178.65,0.0,7.79,58,128.18,2016-04-07,2021-01-11,,Ristrutturazione casa,,Estinto,Performing,0,5,2026-01-26 23:14:58.317894,2026-01-26 23:14:58.317894
14321,PR202600014321,6761,Auto,29430.7,0.0,4.77,46,701.33,2020-04-19,2024-01-29,2024-02-28,Acquisto auto usata,Pegno auto,In corso,Past due,81,5,2026-01-26 23:14:58.320179,2026-01-26 23:14:58.320179
14322,PR202600014322,13166,Personale,7132.59,773.41,4.88,83,101.42,2019-12-06,2026-09-30,2026-02-02,Liquidità,,In corso,Performing,0,18,2026-01-26 23:14:58.322854,2026-01-26 23:14:58.322855
14323,PR202600014323,5248,Mutuo,286089.47,200471.45,8.27,274,2326.52,2019-04-22,2041-10-23,2026-02-14,Surroga mutuo,Ipoteca di primo grado,In corso,Performing,0,4,2026-01-26 23:14:58.325025,2026-01-26 23:14:58.325026
14324,PR202600014324,17429,Aziendale,57133.36,34280.02,5.34,110,657.93,2022-05-21,2031-06-03,2026-01-30,Espansione,,In corso,Performing,0,30,2026-01-26 23:14:58.327196,2026-01-26 23:14:58.327197
14325,PR202600014325,5059,Auto,19667.6,4448.62,8.41,84,310.58,2020-08-27,2027-07-22,2026-01-28,Acquisto auto usata,Pegno auto,In corso,Performing,0,24,2026-01-26 23:14:58.329431,2026-01-26 23:14:58.329432
14326,PR202600014326,470,Personale,7130.9,0.0,4.5,37,206.77,2021-01-08,2024-01-23,,Spese mediche,,Estinto,Performing,0,12,2026-01-26 23:14:58.331597,2026-01-26 23:14:58.331598
14327,PR202600014327,2974,Personale,16221.75,7993.33,5.21,69,272.56,2023-03-09,2028-11-07,2026-02-21,Liquidità,,In corso,Performing,0,24,2026-01-26 23:14:58.333845,2026-01-26 23:14:58.333845
14328,PR202600014328,27509,Mutuo,230179.6,114474.35,6.8,187,1999.64,2018-04-11,2033-08-20,2026-01-29,Acquisto prima casa,Ipoteca di primo grado,In corso,Performing,0,28,2026-01-26 23:14:58.336146,2026-01-26 23:14:58.336146
14329,PR202600014329,10062,Auto,36715.8,0.0,9.2,77,633.14,2016-05-04,2022-08-31,,Acquisto auto usata,Pegno auto,Estinto,Performing,0,19,2026-01-26 23:14:58.338805,2026-01-26 23:14:58.338806
14330,PR202600014330,6168,Mutuo,117127.49,47021.99,7.76,137,1291.41,2019-05-01,2030-08-01,2026-02-23,Surroga mutuo,Ipoteca di primo grado,In corso,Performing,0,17,2026-01-26 23:14:58.341116,2026-01-26 23:14:58.341117
14331,PR202600014331,4703,Mutuo,283325.69,194522.12,8.79,335,2273.02,2017-06-11,2044-12-16,2026-02-24,Acquisto seconda casa,Ipoteca di primo grado,In corso,Performing,0,29,2026-01-26 23:14:58.343288,2026-01-26 23:14:58.343288
14332,PR202600014332,8382,Auto,15268.91,7329.08,6.76,75,250.16,2022-11-07,2029-01-04,2026-02-19,Acquisto auto nuova,Pegno auto,In corso,Past due,27,10,2026-01-26 23:14:58.345472,2026-01-26 23:14:58.345472
14333,PR202600014333,46120,Mutuo,160649.7,70284.24,6.16,160,1474.95,2018-08-08,2031-09-29,2026-01-28,Acquisto prima casa,Ipoteca di primo grado,In corso,Past due,70,18,2026-01-26 23:14:58.347859,2026-01-26 23:14:58.347859
14334,PR202600014334,41080,Auto,13355.28,0.0,6.96,56,279.98,2019-12-17,2024-07-23,,Acquisto auto usata,Pegno auto,Estinto,Performing,0,7,2026-01-26 23:14:58.350167,2026-01-26 23:14:58.350167
14335,PR202600014335,47984,Personale,18667.3,14979.93,8.06,81,299.58,2024-09-07,2031-05-04,2026-01-30,Ristrutturazione casa,,In corso,Performing,0,27,2026-01-26 23:14:58.352356,2026-01-26 23:14:58.352356
14336,PR202600014336,33966,Auto,20534.23,0.0,9.47,42,576.36,2021-12-03,2025-05-16,,Acquisto auto usata,Pegno auto,Estinto,Performing,0,25,2026-01-26 23:14:58.354834,2026-01-26 23:14:58.354835
14337,PR202600014337,13276,Mutuo,154289.45,84157.88,8.58,264,1301.14,2016-03-10,2037-11-15,2026-02-16,Surroga mutuo,Ipoteca di primo grado,In corso,Performing,0,6,2026-01-26 23:14:58.357103,2026-01-26 23:14:58.357104
14338,PR202600014338,7855,Mutuo,123267.77,96433.97,4.71,147,1105.46,2023-05-28,2035-06-24,2026-02-11,Acquisto seconda casa,Ipoteca di primo grado,In corso,Performing,0,13,2026-01-26 23:14:58.359558,2026-01-26 23:14:58.359559
14339,PR202600014339,39972,Personale,25166.58,0.0,7.93,70,450.22,2017-03-15,2022-12-14,,Ristrutturazione casa,,Estinto,Performing,0,27,2026-01-26 23:14:58.361678,2026-01-26 23:14:58.361679
14340,PR202600014340,18821,Mutuo,215028.53,159343.85,7.81,251,1741.1,2020-09-05,2041-04-18,2026-02-06,Acquisto prima casa,Ipoteca di primo grado,In corso,Performing,0,6,2026-01-26 23:14:58.364022,2026-01-26 23:14:58.364023
14341,PR202600014341,45558,Personale,26840.59,0.0,8.58,30,997.27,2015-08-02,2018-01-18,,Ristrutturazione casa,,Estinto,Performing,0,25,2026-01-26 23:14:58.366219,2026-01-26 23:14:58.366219
14342,PR202600014342,19498,Personale,20728.44,0.0,7.03,65,384.36,2017-09-02,2023-01-04,,Spese mediche,,Estinto,Performing,0,21,2026-01-26 23:14:58.368605,2026-01-26 23:14:58.368605
14343,PR202600014343,3013,Personale,12158.61,7074.1,7.48,55,261.8,2024-03-07,2028-09-12,2026-02-25,Ristrutturazione casa,,In corso,Performing,0,30,2026-01-26 23:14:58.370819,2026-01-26 23:14:58.370820
14344,PR202600014344,41997,Mutuo,163541.54,155337.11,6.25,299,1080.36,2024-10-14,2049-05-06,2026-02-06,Acquisto seconda casa,Ipoteca di primo grado,In corso,Performing,0,5,2026-01-26 23:14:58.373262,2026-01-26 23:14:58.373263
14345,PR202600014345,46088,Personale,9055.09,0.0,5.11,48,208.97,2016-01-25,2020-01-04,,Liquidità,,Estinto,Performing,0,7,2026-01-26 23:14:58.375427,2026-01-26 23:14:58.375428
14346,PR202600014346,7025,Auto,36123.41,0.0,6.3,67,640.87,2020-07-03,2026-01-03,,Acquisto auto nuova,Pegno auto,Estinto,Performing,0,7,2026-01-26 23:14:58.377591,2026-01-26 23:14:58.377592
14347,PR202600014347,5339,Mutuo,241490.2,150833.68,4.69,309,1347.06,2016-07-17,2041-12-03,2026-02-25,Acquisto prima casa,Ipoteca di primo grado,In corso,Performing,0,26,2026-01-26 23:14:58.380032,2026-01-26 23:14:58.380033
14348,PR202600014348,18326,Aziendale,92517.68,0.0,4.61,50,2037.11,2021-03-02,2025-04-10,,Espansione,,Estinto,Performing,0,25,2026-01-26 23:14:58.382208,2026-01-26 23:14:58.382209
14349,PR202600014349,22634,Personale,10110.53,0.0,6.93,54,218.48,2021-05-10,2025-10-16,,Liquidità,,Sofferenza,NPL,185,1,2026-01-26 23:14:58.384362,2026-01-26 23:14:58.384363
14350,PR202600014350,49684,Personale,19312.89,7369.39,8.11,76,325.74,2022-02-22,2028-05-21,2026-02-01,Liquidità,,In corso,Performing,0,20,2026-01-26 23:14:58.386693,2026-01-26 23:14:58.386694
14351,PR202600014351,14506,Personale,6434.31,2201.21,6.72,38,188.46,2023-12-22,2027-02-04,2026-02-09,Matrimonio,,In corso,Performing,0,25,2026-01-26 23:14:58.389140,2026-01-26 23:14:58.389141
14352,PR202600014352,29215,Mutuo,235298.96,155465.38,7.13,280,1726.34,2018-03-26,2041-03-25,2026-02-12,Acquisto prima casa,Ipoteca di primo grado,In corso,Performing,0,21,2026-01-26 23:14:58.391542,2026-01-26 23:14:58.391543
14353,PR202600014353,11055,Personale,18955.86,0.0,9.08,49,464.43,2015-08-27,2019-09-05,,Liquidità,,Estinto,Performing,0,1,2026-01-26 23:14:58.393808,2026-01-26 23:14:58.393809
14354,PR202600014354,47049,Aziendale,28347.11,0.0,9.5,37,886.8,2015-09-29,2018-10-13,,Capitale circolante,,Estinto,Performing,0,31,2026-01-26 23:14:58.396226,2026-01-26 23:14:58.396227
14355,PR202600014355,25561,Mutuo,185463.32,83097.2,8.21,154,1951.89,2019-01-15,2031-09-09,2026-02-07,Surroga mutuo,Ipoteca di primo grado,In corso,Performing,0,13,2026-01-26 23:14:58.398340,2026-01-26 23:14:58.398341
14356,PR202600014356,46183,Aziendale,175894.57,90202.34,8.73,39,5196.43,2024-06-27,2027-09-10,,Espansione,,Sofferenza,NPL,114,2,2026-01-26 23:14:58.400576,2026-01-26 23:14:58.400577
14357,PR202600014357,47354,Auto,19469.51,0.0,8.07,58,406.49,2016-12-20,2021-09-25,,Acquisto auto nuova,Pegno auto,Estinto,Performing,0,5,2026-01-26 23:14:58.402905,2026-01-26 23:14:58.402906
14358,PR202600014358,35598,Personale,18303.67,0.0,9.43,49,451.47,2019-01-12,2023-01-21,,Liquidità,,Estinto,Performing,0,9,2026-01-26 23:14:58.405552,2026-01-26 23:14:58.405552
14359,PR202600014359,40480,Personale,22233.78,18528.15,8.22,84,348.93,2024-11-05,2031-09-30,2026-01-29,Ristrutturazione casa,,In corso,Performing,0,27,2026-01-26 23:14:58.407771,2026-01-26 23:14:58.407771
14360,PR202600014360,15387,Personale,19107.35,0.0,8.85,46,491.29,2017-04-25,2021-02-03,,Matrimonio,,Estinto,Performing,0,8,2026-01-26 23:14:58.410095,2026-01-26 23:14:58.410096
14361,PR202600014361,13137,Aziendale,99271.33,50572.19,9.4,106,1382.05,2021-10-08,2030-06-23,2026-02-14,Investimenti,,In corso,Performing,0,5,2026-01-26 23:14:58.412289,2026-01-26 23:14:58.412290
14362,PR202600014362,40674,Mutuo,179857.16,165819.53,3.29,205,1148.23,2024-09-28,2041-07-31,2026-02-20,Acquisto prima casa,Ipoteca di primo grado,In corso,Performing,0,20,2026-01-26 23:14:58.414593,2026-01-26 23:14:58.414594
14363,PR202600014363,24592,Personale,6914.22,4067.19,5.71,68,119.26,2023-10-07,2029-05-08,2026-02-23,Spese mediche,,In corso,Performing,0,22,2026-01-26 23:14:58.416771,2026-01-26 23:14:58.416771
14364,PR202600014364,4905,Mutuo,227047.59,186683.57,7.51,315,1651.86,2021-06-21,2047-05-06,2026-02-25,Surroga mutuo,Ipoteca di primo grado,In corso,Performing,0,30,2026-01-26 23:14:58.419256,2026-01-26 23:14:58.419256
14365,PR202600014365,13965,Auto,38235.92,16842.01,5.83,84,555.4,2022-03-10,2029-02-01,2026-02-17,Acquisto auto usata,Pegno auto,In corso,Performing,0,6,2026-01-26 23:14:58.421785,2026-01-26 23:14:58.421786
14366,PR202600014366,5602,Personale,28144.36,0.0,5.13,53,594.62,2015-05-18,2019-09-24,2019-10-24,Matrimonio,,In corso,Past due,69,13,2026-01-26 23:14:58.423993,2026-01-26 23:14:58.423993
14367,PR202600014367,22184,Mutuo,78732.49,68589.04,7.68,163,779.19,2024-04-13,2037-09-02,2026-02-02,Acquisto seconda casa,Ipoteca di primo grado,In corso,Past due,56,27,2026-01-26 23:14:58.426318,2026-01-26 23:14:58.426318
14368,PR202600014368,3405,Mutuo,55866.33,45694.14,5.61,346,326.24,2020-10-30,2049-04-01,2026-02-01,Surroga mutuo,Ipoteca di primo grado,In corso,Performing,0,7,2026-01-26 23:14:58.428517,2026-01-26 23:14:58.428517
14369,PR202600014369,20484,Mutuo,197417.12,74837.86,8.01,153,2063.38,2018-04-04,2030-10-28,2026-02-21,Acquisto seconda casa,Ipoteca di primo grado,In corso,Performing,0,12,2026-01-26 23:14:58.430941,2026-01-26 23:14:58.430941
14370,PR202600014370,42221,Auto,19170.14,1179.7,7.48,65,359.6,2021-01-04,2026-05-08,2026-02-07,Acquisto auto usata,Pegno auto,In corso,Performing,0,26,2026-01-26 23:14:58.433247,2026-01-26 23:14:58.433247
14371,PR202600014371,3864,Personale,27118.6,0.0,5.96,37,804.11,2015-08-27,2018-09-10,,Ristrutturazione casa,,Estinto,Performing,0,29,2026-01-26 23:14:58.435416,2026-01-26 23:14:58.435417
14372,PR202600014372,9275,Personale,8922.27,0.0,5.45,27,351.88,2020-08-28,2022-11-16,,Spese mediche,,Estinto,Performing,0,15,2026-01-26 23:14:58.437578,2026-01-26 23:14:58.437579
14373,PR202600014373,41854,Auto,35628.77,2639.17,7.39,81,560.01,2019-11-01,2026-06-27,2026-01-28,Acquisto auto nuova,Pegno auto,In corso,Performing,0,25,2026-01-26 23:14:58.439971,2026-01-26 23:14:58.439971
